0 gen's fitness  :  4976.1
100 gen's fitness  :  4937.04
200 gen's fitness  :  4889.64
300 gen's fitness  :  4834.36
400 gen's fitness  :  4821.58
500 gen's fitness  :  4767.95
600 gen's fitness  :  4710.32
700 gen's fitness  :  4685.14
800 gen's fitness  :  4663.72
900 gen's fitness  :  4616.64
1000 gen's fitness  :  4589.62
1100 gen's fitness  :  4577.05
1200 gen's fitness  :  4538.56
1300 gen's fitness  :  4509.31
1400 gen's fitness  :  4478.7
1500 gen's fitness  :  4463.57
1600 gen's fitness  :  4444.03
1700 gen's fitness  :  4437.95
1800 gen's fitness  :  4413.07
1900 gen's fitness  :  4377.25
2000 gen's fitness  :  4366.62
2100 gen's fitness  :  4339.25
2200 gen's fitness  :  4320.73
2300 gen's fitness  :  4310.86
2400 gen's fitness  :  4305.85
2500 gen's fitness  :  4272.23
2600 gen's fitness  :  4284.77
2700 gen's fitness  :  4279.99
2800 gen's fitness  :  4275.4
2900 gen's fitness  :  4257.14
3000 gen's fitness  :  4254.08
3100 gen's fitness  :  4240.04
3200 gen's fitness  :  4237.79
3300 gen's fitness  :  4226.97
3400 gen's fitness  :  4222.66
3500 gen's fitness  :  4197.49
3600 gen's fitness  :  4188.83
3700 gen's fitness  :  4188.78
3800 gen's fitness  :  4173.36
3900 gen's fitness  :  4171.79
4000 gen's fitness  :  4152.8
4100 gen's fitness  :  4144.48
4200 gen's fitness  :  4127.98
4300 gen's fitness  :  4121.25
4400 gen's fitness  :  4107.24
4500 gen's fitness  :  4105.84
4600 gen's fitness  :  4096.7
4700 gen's fitness  :  4090.7
4800 gen's fitness  :  4070.06
4900 gen's fitness  :  4062.52
5000 gen's fitness  :  4059.8
5100 gen's fitness  :  4037.74
5200 gen's fitness  :  4041.06
5300 gen's fitness  :  4025.77
5400 gen's fitness  :  4020.21
5500 gen's fitness  :  4018.9
5600 gen's fitness  :  4013.52
5700 gen's fitness  :  4014.03
5800 gen's fitness  :  4001.04
5900 gen's fitness  :  3987.57
6000 gen's fitness  :  3987.4
6100 gen's fitness  :  3974.37
6200 gen's fitness  :  3966.57
6300 gen's fitness  :  3954.78
6400 gen's fitness  :  3927.86
6500 gen's fitness  :  3939.2
6600 gen's fitness  :  3935.01
6700 gen's fitness  :  3928.72
6800 gen's fitness  :  3925.18
6900 gen's fitness  :  3924.84
7000 gen's fitness  :  3896.95
7100 gen's fitness  :  3878.89
7200 gen's fitness  :  3873.6
7300 gen's fitness  :  3861.17
7400 gen's fitness  :  3863.58
7500 gen's fitness  :  3861.06
7600 gen's fitness  :  3852.86
7700 gen's fitness  :  3828.97
7800 gen's fitness  :  3818.76
7900 gen's fitness  :  3789.98
8000 gen's fitness  :  3804.39
8100 gen's fitness  :  3801.72
8200 gen's fitness  :  3793.96
8300 gen's fitness  :  3796.48
8400 gen's fitness  :  3791.9
8500 gen's fitness  :  3786.63
8600 gen's fitness  :  3780.68
8700 gen's fitness  :  3775.79
8800 gen's fitness  :  3770.6
8900 gen's fitness  :  3768.66
9000 gen's fitness  :  3760.26
9100 gen's fitness  :  3731.85
9200 gen's fitness  :  3727.33
9300 gen's fitness  :  3720.62
9400 gen's fitness  :  3716.31
9500 gen's fitness  :  3716.3
9600 gen's fitness  :  3713.53
9700 gen's fitness  :  3713.44
9800 gen's fitness  :  3710.29
9900 gen's fitness  :  3704.55
10000 gen's fitness  :  3704.55
10100 gen's fitness  :  3701.04
10200 gen's fitness  :  3692.61
10300 gen's fitness  :  3688.53
10400 gen's fitness  :  3685.28
10500 gen's fitness  :  3675.15
10600 gen's fitness  :  3682.11
10700 gen's fitness  :  3680.78
10800 gen's fitness  :  3677.9
10900 gen's fitness  :  3677.46
11000 gen's fitness  :  3677.46
11100 gen's fitness  :  3674.51
11200 gen's fitness  :  3674.51
11300 gen's fitness  :  3659.22
11400 gen's fitness  :  3649.31
11500 gen's fitness  :  3643
11600 gen's fitness  :  3634.23
11700 gen's fitness  :  3627.81
11800 gen's fitness  :  3612
11900 gen's fitness  :  3613.86
12000 gen's fitness  :  3607.66
12100 gen's fitness  :  3592.67
12200 gen's fitness  :  3580.99
12300 gen's fitness  :  3578.28
12400 gen's fitness  :  3580.46
12500 gen's fitness  :  3572
12600 gen's fitness  :  3567.77
12700 gen's fitness  :  3564.96
12800 gen's fitness  :  3563.3
12900 gen's fitness  :  3552.14
13000 gen's fitness  :  3553.25
13100 gen's fitness  :  3547.91
13200 gen's fitness  :  3547.61
13300 gen's fitness  :  3550.44
13400 gen's fitness  :  3545.54
13500 gen's fitness  :  3538.11
13600 gen's fitness  :  3524.08
13700 gen's fitness  :  3517.57
13800 gen's fitness  :  3511.66
13900 gen's fitness  :  3511.16
14000 gen's fitness  :  3510.87
14100 gen's fitness  :  3510.87
14200 gen's fitness  :  3510.87
14300 gen's fitness  :  3508.53
14400 gen's fitness  :  3495.56
14500 gen's fitness  :  3494.39
14600 gen's fitness  :  3489.51
14700 gen's fitness  :  3490.25
14800 gen's fitness  :  3490.25
14900 gen's fitness  :  3489.02
15000 gen's fitness  :  3487.31
15100 gen's fitness  :  3482.94
15200 gen's fitness  :  3478.22
15300 gen's fitness  :  3472.26
15400 gen's fitness  :  3473.01
15500 gen's fitness  :  3472.51
15600 gen's fitness  :  3468.92
15700 gen's fitness  :  3469.19
15800 gen's fitness  :  3467.51
15900 gen's fitness  :  3463.99
16000 gen's fitness  :  3461.6
16100 gen's fitness  :  3456.98
16200 gen's fitness  :  3458.13
16300 gen's fitness  :  3458.13
16400 gen's fitness  :  3449.49
16500 gen's fitness  :  3446.43
16600 gen's fitness  :  3444.56
16700 gen's fitness  :  3443.74
16800 gen's fitness  :  3435.18
16900 gen's fitness  :  3432.23
17000 gen's fitness  :  3425.39
17100 gen's fitness  :  3430.45
17200 gen's fitness  :  3426.69
17300 gen's fitness  :  3417.02
17400 gen's fitness  :  3416.44
17500 gen's fitness  :  3415.95
17600 gen's fitness  :  3415.95
17700 gen's fitness  :  3414.54
17800 gen's fitness  :  3411.24
17900 gen's fitness  :  3409.98
18000 gen's fitness  :  3406.07
18100 gen's fitness  :  3404.19
18200 gen's fitness  :  3400.48
18300 gen's fitness  :  3393.84
18400 gen's fitness  :  3395.6
18500 gen's fitness  :  3396
18600 gen's fitness  :  3390.56
18700 gen's fitness  :  3381.4
18800 gen's fitness  :  3374.44
18900 gen's fitness  :  3374.44
19000 gen's fitness  :  3374.44
19100 gen's fitness  :  3364.73
19200 gen's fitness  :  3356.02
19300 gen's fitness  :  3344.55
19400 gen's fitness  :  3344.55
19500 gen's fitness  :  3343.09
19600 gen's fitness  :  3340.21
19700 gen's fitness  :  3340.27
19800 gen's fitness  :  3336.83
19900 gen's fitness  :  3336.83
20000 gen's fitness  :  3333.63
20100 gen's fitness  :  3333.63
20200 gen's fitness  :  3333.53
20300 gen's fitness  :  3333.02
20400 gen's fitness  :  3329.94
20500 gen's fitness  :  3326.54
20600 gen's fitness  :  3324.72
20700 gen's fitness  :  3325.24
20800 gen's fitness  :  3321.1
20900 gen's fitness  :  3317.83
