4038.63, 0, 0, 0
36.9202, 74.1035, 39.1605, 79.1976
39.1605, 79.1976, 39.9357, 79.776
39.9357, 79.776, 47.1006, 84.3161
47.1006, 84.3161, 45.7242, 85.2701
45.7242, 85.2701, 59.0636, 93.4065
59.0636, 93.4065, 49.5599, 95.9005
49.5599, 95.9005, 54.3358, 94.025
54.3358, 94.025, 43.0427, 87.4255
43.0427, 87.4255, 42.3118, 74.6101
42.3118, 74.6101, 47.5986, 74.0214
47.5986, 74.0214, 40.0295, 79.3862
40.0295, 79.3862, 39.302, 77.8829
39.302, 77.8829, 45.1418, 70.1041
45.1418, 70.1041, 44.8528, 65.0334
44.8528, 65.0334, 42.2252, 67.2472
42.2252, 67.2472, 36.1762, 71.7524
36.1762, 71.7524, 35.9136, 72.8215
35.9136, 72.8215, 36.6841, 71.5763
36.6841, 71.5763, 40.1203, 73.0914
40.1203, 73.0914, 36.1775, 73.2975
36.1775, 73.2975, 44.002, 71.4838
44.002, 71.4838, 41.0572, 65.4127
41.0572, 65.4127, 41.9948, 66.5168
41.9948, 66.5168, 41.46, 79.3848
41.46, 79.3848, 42.4111, 82.2695
42.4111, 82.2695, 42.0625, 83.2065
42.0625, 83.2065, 43.771, 84.3851
43.771, 84.3851, 43.0399, 85.3064
43.0399, 85.3064, 38.8668, 80.4386
38.8668, 80.4386, 39.2227, 75.3974
39.2227, 75.3974, 42.0171, 72.0245
42.0171, 72.0245, 42.6111, 77.2656
42.6111, 77.2656, 42.7527, 78.1211
42.7527, 78.1211, 49.9266, 81.42
49.9266, 81.42, 50.0653, 73.2853
50.0653, 73.2853, 50.5576, 79.1491
50.5576, 79.1491, 47.1955, 77.3784
47.1955, 77.3784, 54.484, 74.9678
54.484, 74.9678, 54.9607, 68.5871
54.9607, 68.5871, 52.203, 65.7937
52.203, 65.7937, 53.1883, 71.2613
53.1883, 71.2613, 55.9533, 72.2214
55.9533, 72.2214, 55.7451, 72.0463
55.7451, 72.0463, 56.1652, 69.7737
56.1652, 69.7737, 51.689, 74.8643
51.689, 74.8643, 60.4998, 77.9437
60.4998, 77.9437, 62.3253, 68.4854
62.3253, 68.4854, 62.4445, 64.8298
62.4445, 64.8298, 53.6831, 67.7654
53.6831, 67.7654, 51.5752, 67.507
51.5752, 67.507, 53.7638, 66.0984
53.7638, 66.0984, 53.7371, 61.5052
53.7371, 61.5052, 58.3401, 62.3053
58.3401, 62.3053, 50.8175, 61.0699
50.8175, 61.0699, 46.2298, 60.6803
46.2298, 60.6803, 44.6451, 58.0779
44.6451, 58.0779, 44.3167, 57.6891
44.3167, 57.6891, 42.3521, 58.4768
42.3521, 58.4768, 46.4244, 61.8689
46.4244, 61.8689, 49.8941, 65.8907
49.8941, 65.8907, 46.7922, 65.5045
46.7922, 65.5045, 47.6401, 63.2392
47.6401, 63.2392, 51.5538, 66.3523
51.5538, 66.3523, 50.194, 64.9512
50.194, 64.9512, 45.5944, 67.9702
45.5944, 67.9702, 49.8836, 67.9624
49.8836, 67.9624, 50.8726, 68.5694
50.8726, 68.5694, 54.1287, 68.7981
54.1287, 68.7981, 54.2537, 65.488
54.2537, 65.488, 57.7191, 64.8851
57.7191, 64.8851, 53.7118, 63.6409
53.7118, 63.6409, 54.6701, 62.682
54.6701, 62.682, 49.8992, 59.7658
49.8992, 59.7658, 47.9512, 56.863
47.9512, 56.863, 44.2918, 60.5744
44.2918, 60.5744, 41.4482, 62.6751
41.4482, 62.6751, 41.6329, 69.4257
41.6329, 69.4257, 39.086, 71.5744
39.086, 71.5744, 45.0687, 74.5361
45.0687, 74.5361, 38.6977, 66.6844
38.6977, 66.6844, 37.1528, 69.6293
37.1528, 69.6293, 35.836, 74.574
35.836, 74.574, 38.6744, 77.9043
38.6744, 77.9043, 42.0922, 75.8206
42.0922, 75.8206, 49.0789, 72.3626
49.0789, 72.3626, 43.8145, 75.2025
43.8145, 75.2025, 41.5838, 74.1962
41.5838, 74.1962, 42.9193, 80.595
42.9193, 80.595, 42.2821, 82.8382
